w,c11, c12, c13, c14, c22, c23, c24, c33, c34, c44
0.696703,0.370052,-2.10751e-09,-2.10751e-09,0.0597924,0.0235639,0.0235639,-4.39555e-08,0.0235639,-4.39555e-08,0.370052
0.580425,0.497565,-1.43887e-09,-1.43887e-09,0.105772,0.0560941,0.0560941,2.25243e-08,0.0560941,2.25243e-08,0.497565
0.464147,0.689674,-5.42387e-09,-5.42387e-09,0.195049,0.13099,0.13099,1.16879e-08,0.13099,1.16879e-08,0.689674
0.34787,0.911803,-8.62154e-09,-8.62154e-09,0.317872,0.229571,0.229571,-1.06906e-07,0.229571,-1.06906e-07,0.911803
0.231592,1.13848,4.52992e-09,4.52992e-09,0.452375,0.318767,0.318767,-6.90152e-09,0.318767,-6.90152e-09,1.13848
0.115314,1.27328,6.61267e-10,6.61267e-10,0.533447,0.363308,0.363308,4.70403e-09,0.363308,4.70403e-09,1.27328
0.899036,0.105121,2.09942e-09,2.09942e-09,0.0050619,0.000559218,0.000559218,-1.10203e-08,0.000559218,-1.10203e-08,0.105121
0.782758,0.252062,1.56957e-09,1.56957e-09,0.0282521,0.00736705,0.00736705,-6.00179e-09,0.00736705,-6.00179e-09,0.252062
0.66648,0.411335,-1.04007e-09,-1.04007e-09,0.0733784,0.0323,0.0323,2.3475e-08,0.0323,2.3475e-08,0.411335
0.550202,0.542853,-3.23284e-09,-3.23284e-09,0.124843,0.0714388,0.0714388,1.60106e-10,0.0714388,1.60106e-10,0.542853
0.433924,0.742646,-1.91757e-09,-1.91757e-09,0.222934,0.154534,0.154534,3.9253e-08,0.154534,3.9253e-08,0.742646
0.317646,0.970017,-6.24384e-09,-6.24384e-09,0.351921,0.254081,0.254081,2.10869e-08,0.254081,2.10869e-08,0.970017
0.201368,1.18883,1.71929e-09,1.71929e-09,0.482657,0.336152,0.336152,6.79116e-09,0.336152,6.79116e-09,1.18883
